1188329460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188329646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188329850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188329931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188330101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188330611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188330867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188331844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188333129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188333211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188333438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188333748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188334127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188334235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188334852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188336492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188336946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188337532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188391670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188421872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188429772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188433507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188485278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188581975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188584739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188585461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188594988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188597222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188940161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188940391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188940937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188941207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188941311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188941552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188941600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188941749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188941797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188941985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188942155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188945190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189013603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1189014856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189014962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1189016883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189021529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1189021532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189025049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1189025624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189026259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1189026265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
