29-12-03,10321.35,10457.78,10319.70,10450.00,10588000,10450.00
26-12-03,10305.85,10368.89,10282.22,10324.67,3560700,10324.67
24-12-03,10341.41,10365.63,10263.04,10305.19,5180600,10305.19
23-12-03,10337.56,10421.48,10265.71,10341.26,11453000,10341.26
22-12-03,10276.48,10371.11,10216.08,10338.00,12517000,10338.00
19-12-03,10249.48,10345.44,10189.63,10278.22,16573000,10278.22
18-12-03,10141.41,10278.82,10117.78,10248.08,15799000,10248.08
17-12-03,10128.75,10186.67,10040.08,10145.26,14417000,10145.26
16-12-03,10023.34,10173.19,9986.23,10129.56,15479000,10129.56
15-12-03,10046.53,10180.97,9994.38,10022.82,15208000,10022.82
12-12-03,10008.75,10091.71,9946.60,10042.16,12231000,10042.16
11-12-03,9922.45,10056.97,9896.16,10008.16,14411000,10008.16
10-12-03,9922.38,10000.53,9848.97,9921.86,14440000,9921.86
9-12-03,9966.45,10048.75,9887.57,9923.42,14655000,9923.42
8-12-03,9862.01,9997.34,9824.83,9965.27,12189000,9965.27
5-12-03,9923.27,9954.16,9819.05,9862.68,12659000,9862.68
4-12-03,9874.83,9978.08,9814.97,9930.82,14631000,9930.82
3-12-03,9851.94,9974.45,9824.31,9873.42,14417000,9873.42
2-12-03,9899.64,9936.97,9798.83,9853.64,13832000,9853.64
1-12-03,9785.35,9943.34,9777.64,9899.05,13750000,9899.05
28-11-03,9779.72,9832.16,9733.20,9782.46,4872200,9782.46
26-11-03,9763.49,9838.01,9689.05,9779.57,10977000,9779.57
25-11-03,9748.68,9821.94,9679.13,9763.94,13337000,9763.94
24-11-03,9629.87,9788.60,9629.87,9747.79,13028000,9747.79
21-11-03,9622.02,9692.53,9556.68,9628.53,12738000,9628.53
20-11-03,9688.46,9756.09,9576.91,9619.42,13267000,9619.42
19-11-03,9620.68,9731.94,9584.31,9690.46,13262000,9690.46
18-11-03,9711.44,9792.16,9601.35,9624.16,13543000,9624.16
17-11-03,9765.64,9775.35,9603.57,9710.83,13743000,9710.83
14-11-03,9836.46,9919.19,9709.13,9768.68,13561000,9768.68
13-11-03,9846.97,9895.71,9740.53,9837.94,13830000,9837.94
12-11-03,9729.50,9882.60,9700.02,9848.83,13493000,9848.83
11-11-03,9756.53,9801.21,9673.64,9737.79,11625000,9737.79
10-11-03,9807.49,9861.05,9702.46,9756.53,12436000,9756.53
7-11-03,9857.12,9945.71,9770.31,9809.79,14405000,9809.79
6-11-03,9820.68,9888.90,9738.53,9856.97,14539000,9856.97
5-11-03,9837.64,9883.86,9746.98,9820.83,14018000,9820.83
4-11-03,9857.49,9905.94,9770.46,9838.83,14176000,9838.83
3-11-03,9802.46,9936.31,9792.60,9858.46,13782000,9858.46
31-10-03,9786.75,9880.08,9745.94,9801.12,14989000,9801.12
30-10-03,9772.01,9882.97,9719.20,9786.61,16297000,9786.61
29-10-03,9747.05,9830.23,9663.27,9774.53,15626000,9774.53
28-10-03,9609.72,9769.57,9592.54,9748.31,16292000,9748.31
27-10-03,9584.54,9696.98,9553.80,9608.16,13718000,9608.16
24-10-03,9600.98,9631.50,9463.28,9582.46,14203000,9582.46
23-10-03,9597.20,9661.05,9517.50,9613.13,16043000,9613.13
22-10-03,9741.98,9741.98,9551.65,9598.24,16472000,9598.24
21-10-03,9778.31,9824.90,9697.94,9747.64,14980000,9747.64
20-10-03,9721.50,9816.97,9665.35,9777.94,11726000,9777.94
17-10-03,9791.86,9833.12,9679.72,9721.79,13520000,9721.79
16-10-03,9798.68,9838.53,9679.13,9791.72,14177000,9791.72
15-10-03,9824.09,9901.64,9731.57,9803.05,15211000,9803.05
14-10-03,9763.27,9833.42,9696.90,9812.98,12719000,9812.98
13-10-03,9675.72,9814.97,9675.72,9764.38,10405000,9764.38
10-10-03,9682.90,9743.12,9622.31,9674.68,11081000,9674.68
9-10-03,9633.35,9798.08,9617.35,9680.01,15787000,9680.01
8-10-03,9653.33,9699.35,9571.35,9630.90,12625000,9630.90
7-10-03,9593.28,9672.68,9512.76,9654.61,12795000,9654.61
6-10-03,9572.39,9656.09,9524.39,9594.98,10258000,9594.98
3-10-03,9492.54,9701.87,9492.54,9572.31,15705000,9572.31
2-10-03,9464.76,9539.20,9397.87,9487.80,12693000,9487.80
1-10-03,9275.06,9472.69,9275.06,9469.20,15663000,9469.20
30-09-03,9378.10,9393.35,9199.43,9275.06,15905000,9275.06
29-09-03,9314.42,9431.54,9259.68,9380.24,13665000,9380.24
26-09-03,9342.43,9407.89,9257.99,9313.08,14725000,9313.08
25-09-03,9425.58,9493.44,9311.47,9343.96,15300000,9343.96
24-09-03,9575.97,9612.53,9400.67,9425.51,15560000,9425.51
23-09-03,9535.76,9623.34,9479.41,9576.04,13017000,9576.04
22-09-03,9641.80,9641.87,9467.83,9535.41,12788000,9535.41
19-09-03,9661.80,9719.49,9582.64,9644.82,15186000,9644.82
18-09-03,9544.04,9691.55,9513.37,9659.13,14988000,9659.13
17-09-03,9566.08,9641.45,9510.28,9545.65,13382100,9545.65
16-09-03,9449.16,9587.90,9426.84,9567.34,14032000,9567.34
15-09-03,9471.19,9541.02,9396.03,9448.81,11513000,9448.81
12-09-03,9456.88,9517.37,9348.59,9471.55,12367000,9471.55
11-09-03,9415.05,9540.60,9374.49,9459.76,13359000,9459.76
